uid,title,company,domain,p_rnd,topic_id,topic_prob
in-954dcf32dcce7863|medical laboratory scientist i - serology,Medical Laboratory Scientist I - Serology,Quest Diagnostics,bio,0.985619207223256,12,0.19685964616615462
in-273ffec739f0f333|fermentation engineer f/h,Fermentation Engineer F/H,HTL BIOTECHNOLOGY,bio,0.51161386569341,17,1.0
"li-4245896510|laboratory technician 3 - newark, de, 19702","Laboratory Technician 3 - Newark, DE, 19702",Campus4Tech,bio,0.9087330102920531,-1,0.10685067991571183
li-4301188784|quality control specialist i,Quality Control Specialist I,Lonza,bio,0.8568829496701551,3,0.13455325437660834
li-4275497493|oncology internship graduate advancement program (g.a.p.) scholar,Oncology Internship Graduate Advancement Program (G.A.P.) Scholar,Johnson & Johnson Innovative Medicine,bio,0.918360213438669,6,0.29486958667489344
in-af118c844226e43a|associate research scientist (prep0003538),Associate Research Scientist (PREP0003538),Johns Hopkins University,bio,0.9581242998441061,4,0.8840986722806417
in-eb1b9f12bcd17e81|post-doctoral position - t cell-based immunotherapy,Post-Doctoral Position - T cell-based immunotherapy,"University of Maryland, Baltimore",bio,0.923437158266703,24,1.0
in-99d8104ceec7ac24|scientist 1,Scientist 1,Pace Analytical Services LLC,bio,0.8046148618062331,-1,0.0016685275983731344
in-14a5d515d14be4d8|laboratory technician,Laboratory Technician,CoreTechs Inc.,bio,0.9993381500244141,36,1.0
in-807154079c6d0b12|postdoctoral fellow,Postdoctoral Fellow,National Institutes of Health,bio,0.8438766400019321,25,1.0
li-4224564565|senior scientist - biopharmaceutical services,Senior Scientist - BioPharmaceutical Services,RJ Lee Group,bio,0.798370063304901,-1,0.07873591656522877
li-4270746143|research specialist - 118550,Research Specialist - 118550,The Johns Hopkins University,bio,0.9909066359202061,2,0.015281533728801831
in-316663951202e71d|patient care coordinator,Patient Care Coordinator,"GAP Solutions, Inc.",bio,0.5450953145821891,-1,0.0038892941369416613
in-30b7f06edadfe335|data scientist,Data Scientist,"Base-2 Solutions, LLC",bio,0.821801553169886,27,1.0
in-3a0c5768c12106af|assistant research scientist (prep0003637),Assistant Research Scientist (PREP0003637),Johns Hopkins University,bio,0.9242483377456661,4,1.0
in-e591a39733c66c75|student assistant,Student Assistant,Rutgers University,bio,0.7833699782689411,8,1.0
in-ac650bc908556586|medical laboratory scientist ii- core & microbiology,Medical Laboratory Scientist II- Core & Microbiology,Quest Diagnostics,bio,0.9775259296099341,12,1.0
li-4281862157|postdoctoral scholar - computational-biology,Postdoctoral Scholar - Computational-Biology,Penn State University,bio,0.8361253539721171,18,0.5989293359977426
"in-88074adc0121f369|senior principal scientist, pharmacometrics","Senior Principal Scientist, Pharmacometrics",Johnson & Johnson,bio,0.8150573770205181,6,0.5053752659297726
in-a38c0e5b39d4e5b2|associate scientist i - bioanalytical dept,Associate Scientist I - Bioanalytical Dept,"QPS Holdings, LLC",bio,0.943720201651255,19,0.1481688595090753
"in-54ddb84eabc25160|sr. director, translational bioinformatics","Sr. Director, Translational Bioinformatics",MacroGenics,bio,0.9580090641975401,5,0.0342801845054327
"li-4259606657|director, vector biology","Director, Vector Biology",Legend Biotech,bio,0.728580137093861,17,0.10439827623569285
li-4256349728|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,Coast Medical Service,bio,0.902327974637349,44,1.0
"in-0e0963eb62556f3f|bilingual warehouse specialist, mandarin & english","Bilingual Warehouse Specialist, Mandarin & English",GenScript,bio,0.8506277203559871,7,1.0
in-9935d61fb3967aff|scientist,Scientist,ICON plc,bio,0.9617512822151181,5,0.03009519045653174
in-4e009d5f99518c49|empower support sme,Empower Support SME,Eurofins,bio,0.8706989685694371,1,0.851178970223022
"in-d17b8bfc606aeef7|medical technologist, lead - full time, days (mercy fitzgerald)","Medical Technologist, Lead - Full Time, Days (Mercy Fitzgerald)",Trinity Health,bio,0.911494970321655,0,0.15839500389669187
in-ee49561f82bf55f3|medical technologist/medical laboratory technician,Medical Technologist/Medical Laboratory Technician,Patient First,bio,0.976312160491943,0,1.0
li-4295966471|quality control laboratory technician,Quality Control Laboratory Technician,CONFLUX SYSTEMS,bio,0.9412894248962401,36,0.17893686062942862
in-ae4447cda409dd29|research associate ii (pre-clinical) - 4dbio³ evergreen,Research Associate II (Pre-clinical) - 4DBio³ EVERGREEN,The Geneva Foundation,bio,0.977995236714681,-1,0.0032232307453809914
in-5304c53a319dd4cc|ontology integration specialist,Ontology Integration Specialist,LCG Inc.,bio,0.751993676026662,-1,0.0035117245935063902
li-4221285083|microbiologist,Microbiologist,DataAnnotation,bio,0.625991483529408,-1,0.00025887444311211376
in-bfe4afc3d3adfa1b|patient safety & pharmacovigilance global translational safety lead,Patient Safety & Pharmacovigilance Global Translational Safety Lead,Sanofi,bio,0.8261791865030921,-1,0.08986308952680418
"in-2338188dec9ddb31|senior product manager, protein services & products","Senior Product Manager, Protein Services & Products",GenScript ProBio,bio,0.894598444302876,7,0.5512746149913095
in-c27a874e7a5d69cf|qc mlt scientist,QC MLT Scientist,WuXi AppTec,bio,0.9387493133544921,29,0.1282582855416252
in-5f8f736fd0d90c35|post-doctoral research fellow- computational medicine center - lab of dr. rigoutsos,Post-Doctoral Research Fellow- Computational Medicine Center - Lab of Dr. Rigoutsos,Thomas Jefferson University & Jefferson Health,bio,0.9588922460873921,58,1.0
"li-4270513929|associate scientist, microbiology","Associate Scientist, Microbiology",ProBio,bio,0.986725529034932,7,0.7193451327852817
in-99f21b0564d86eea|toxicologist (remote),Toxicologist (Remote),Edgewell Personal Care,bio,0.635717839002609,-1,0.09010106514031767
li-4200378515|head of analytical development and quality control,Head of Analytical Development and Quality Control,VintaBio,bio,0.988884528477986,17,0.13305424736691812
in-4e88e5c68ccb824c|medical laboratory scientist ii - blood bank,Medical Laboratory Scientist II - Blood Bank,Quest Diagnostics,bio,0.9806016087532041,12,1.0
li-4209307649|echo lab technologist,Echo Lab Technologist,"Penn Medicine, University of Pennsylvania Health System",bio,0.5786676307519271,-1,0.028568811084708268
in-930cb598b2403e30|research scientist - formulation and lyophilization,Research Scientist - Formulation and Lyophilization,FujiFilm,bio,0.970500687758127,-1,0.07825981342620704
li-4288309669|laboratory technologist (ascp/mls/mlt),Laboratory Technologist (ASCP/MLS/MLT),"Infosoft, Inc.",bio,0.9742617408434551,0,1.0
"in-d3e8d14a9838cd1b|research assoc ii, pre clin","Research Assoc II, Pre Clin",Frederick National Laboratory for Cancer Research,bio,0.9934161504109701,-1,0.004633400469527203
in-77bdf593a399bba3|assistant scientist- plants & invertebrates,Assistant Scientist- Plants & Invertebrates,Eurofins,bio,0.9241094589233391,1,0.060392688085197245
in-d98d09e6a032d93d|environmental monitoring group leader,Environmental Monitoring Group Leader,Eurofins,bio,0.7884420553843181,1,0.7243974035735499
li-4115484950|genomic characterization scientist,Genomic Characterization Scientist,Alaka`ina Foundation Family of Companies,bio,0.9631044467290241,39,1.0
"in-c34d185164390412|senior manager, upstream process development","Senior Manager, Upstream Process Development",Catalent Pharma Solutions,bio,0.9385356704394021,14,1.0
"in-54670d9011b5ed24|genetic counselor assistant i, issues management","Genetic Counselor Assistant I, Issues Management",GeneDx,bio,0.501007288694381,-1,0.0036853479674278282
in-ab9acc14f26349d7|lab technician iv,Lab Technician IV,University of Pittsburgh,bio,0.9981749455134071,22,1.0
li-4307059250|research assistant - jake gittlen laboratories,Research Assistant - Jake Gittlen Laboratories,Penn State University,bio,0.9219548900922141,18,1.0
in-33c6594519f69abc|postdoctoral position in computational biology,Postdoctoral Position in Computational Biology,National Institutes of Health,bio,0.9592109521230061,-1,0.005540246575123566
in-7ff44d0726adb153|postdoctoral fellow (prep0003733),Postdoctoral Fellow (PREP0003733),Johns Hopkins University,bio,0.9624597628911331,4,0.8445888418159424
in-2978dacf92b09fb7|animal technician,Animal Technician,BIOQUAL INC,bio,0.84573366244634,-1,0.01741726153176742
in-64a6190fbe308def|research post doctoral fellow,Research Post Doctoral Fellow,Children's Hospital of Philadelphia,bio,0.974052627881368,35,1.0
"go-WTRju8x97d_gJEvtAAAAAA==|scientist and wet lab lead (biochemistry, structural biology, and drug discovery)","Scientist and Wet Lab Lead (Biochemistry, Structural Biology, and Drug Discovery)",St Jude Children's Research Hospital,bio,0.9595850507418311,23,0.21032735952973058
"li-4282346496|travel cath lab technologist - $2,989 per week - 930238","Travel Cath Lab Technologist - $2,989 per week - 930238",Vivian Health,bio,0.740844120581944,44,1.0
in-09ad47cafaf97016|clinical trials associate,Clinical Trials Associate,Bayhealth,bio,0.5604703426361081,47,0.03240132640701713
li-4207045330|aat senior research technician,AAT Senior Research Technician,Goldbelt Apex LLC,bio,0.8250539501508071,15,1.0
li-4299691292|car-t scientist,CAR-T Scientist,Eurofins PSS Insourcing Solutions,bio,0.9956371784210201,1,0.08074246992373459
li-4291029264|research specialist a,RESEARCH SPECIALIST A,Inside Higher Ed,bio,0.655299673477808,-1,0.06995720923561942
"in-8a9ff8e0f5db77b0|procurement specialist, direct materials and consumables","Procurement Specialist, Direct Materials and Consumables",GenScript ProBio,bio,0.7388406693935391,7,1.0
in-a3e599dfc26cc4a7|immunology staff scientist,Immunology Staff Scientist,Kikiktagruk Inupiat Corporation,bio,0.926626046498616,9,0.7543409648395313
"li-4266075427|travel cath lab technologist - $2,986 per week - 1378660","Travel Cath Lab Technologist - $2,986 per week - 1378660",Vivian Health,bio,0.9530019958813981,30,1.0
in-b2465914d7075c42|medical laboratory scientist/mlt/lst,Medical Laboratory Scientist/MLT/LST,UPMC,bio,0.9658259352048231,0,1.0
li-4296166045|research associate in molecular and neural basis of psychiatric disease,Research Associate in Molecular and Neural Basis of Psychiatric Disease,Inside Higher Ed,bio,0.700501521428426,28,0.405732720554022
in-58c1aa9b37c16560|animal support technician ii,Animal Support Technician II,Charles River Laboratories,bio,0.9534972310066221,-1,0.06464229595094
in-3d5ce8162464ac99|research associate ii - usuhs/mccrp,Research Associate II - USUHS/MCCRP,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.8489633798599241,37,0.3433506548359423
in-dd03a72d5916db28|research technician,Research Technician,University of Pittsburgh,bio,0.9789638121922811,22,0.04087466350936742
in-d94578e8fa7f26e2|post-doctoral position - genome editing,Post-Doctoral Position - Genome Editing,"University of Maryland, Baltimore",bio,0.8745097517967221,24,1.0
li-4244937480|immunology research associate,Immunology Research Associate,Goldbelt Apex LLC,bio,0.9970955848693841,15,1.0
in-006694fc90ec7c20|temporary student research assistant (part-time),Temporary Student Research Assistant (Part-Time),Rutgers University,bio,0.7805485328038531,8,1.0
li-4254856306|analytical (forensic) toxicologist 3,Analytical (Forensic) Toxicologist 3,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.9486486713091531,37,0.43992992517589424
"in-84e6c4dcf09646ff|medical technologist pd, molecular diagnostics","Medical Technologist PD, Molecular Diagnostics","University Hospital, Newark NJ",bio,0.947494804859161,0,1.0
in-099e6cd51698d454|medical lab technician - blood bank,Medical Lab Technician - Blood Bank,Hershey Medical Center,bio,0.9422832131385801,-1,0.0009136022567743404
in-aea4bedaac908e0e|assistant lab technologist - full time - evening shift - pittsburgh,Assistant Lab Technologist - Full Time - Evening Shift - Pittsburgh,Allegheny Health Network,bio,0.663312276204427,0,0.38254292462081213
li-4303687932|research technologist,Research Technologist,Penn State University,bio,0.75540217757225,18,0.7367497857318248
"li-4274514872|quality data reviewer – fda regulated, cgmp facility – full-time and part-time opportunities available (on-site)","Quality Data Reviewer – FDA Regulated, cGMP Facility – Full-Time and Part-time Opportunities Available (On-Site)",CS Analytical,bio,0.7112327814102171,3,0.21744016849749787
in-f50762646e9a7210|laboratory technician - environment testing - 1st shift,Laboratory Technician - Environment Testing - 1st Shift,Eurofins,bio,0.9074166218439731,1,0.2903770049974401
"li-4271039395|travel cath lab technologist - $3,530 per week - 03","Travel Cath Lab Technologist - $3,530 per week - 03",Vivian Health,bio,0.8151331742604571,30,0.30621399731772164
"in-1eac32db25619dbc|in vivo pharmacology scientist, oncology research gaithersburg, maryland","In Vivo Pharmacology Scientist, Oncology Research Gaithersburg, Maryland",AstraZeneca,bio,0.9654651482899981,5,0.027672878486284497
in-c9fb6ead51a15580|environmental laboratory manager,Environmental Laboratory Manager,Hawk Mountain Labs Inc,bio,0.8348180452982581,-1,0.02559506499343444
in-abc2a955830a88b5|medical laboratory scientist (certified) - laboratory support - evenings,Medical Laboratory Scientist (Certified) - Laboratory Support - Evenings,WellSpan Health,bio,0.882896741231282,0,0.6826576613818143
in-748444060cd0fae7|medical lab technician - microbiology,Medical Lab Technician - Microbiology,Hershey Medical Center,bio,0.9478929241498311,-1,0.0009126071063038689
in-84c3095fab043cd2|research specialist,Research Specialist,UPMC,bio,0.9947863618532811,-1,0.023217040778245043
in-930920bdf9074064|environmental health & safety (ehs) manager,Environmental Health & Safety (EHS) Manager,GenScript ProBio,bio,0.6716967423756911,7,0.3788641357978848
li-4255295644|assistant research scientist (prep0003539),Assistant Research Scientist (PREP0003539),The Johns Hopkins University,bio,0.9471236069997151,4,1.0
in-43df780e335d82a1|scientist 1 - virology,Scientist 1 - Virology,MilliporeSigma,bio,0.9896100362141921,43,0.14973473318221653
li-4224372137|research specialist a (department of cancer biology),Research Specialist A (Department of Cancer Biology),University of Pennsylvania,bio,0.8039092918237051,11,0.8440507495892269
in-6cbffcd45ac4f839|bacteriology technician c,BACTERIOLOGY TECHNICIAN C,"Eagle Health, LLC",bio,0.847555120786031,53,1.0
in-aa7f5f38bee2ba94|research assistant,Research Assistant,Rutgers University,bio,0.8499199748039241,8,0.7078059632551841
"in-dff33bd353843737|sr. advanced analyst, clinical qc operations and sciences","Sr. Advanced Analyst, Clinical QC Operations and Sciences",Legend Biotech,bio,0.9818795720736181,17,1.0
in-38621364e19dfe07|business development associate - west coast,Business Development Associate - West Coast,Sepax Technologies,bio,0.5111476927995681,26,0.0952177092276058
"in-dd634405dc71b862|principal chemist, skincare scientific valorization, l'oréal research & innovation","Principal Chemist, Skincare Scientific Valorization, L'Oréal Research & Innovation",L'Oréal,bio,0.6323903004328411,40,1.0
in-d97336fda09f98aa|bacterial immunology lead scientist,Bacterial Immunology Lead Scientist,Kikiktagruk Inupiat Corporation,bio,0.9186146060625711,9,0.6366529777320524
"in-11639689c8a55d67|engineer iv, manufacturing research","Engineer IV, Manufacturing Research",Meso Scale Diagnostics,bio,0.8880755305290221,52,1.0
in-e5375cf1d141d32c|associate scientist co op,Associate Scientist Co Op,Elementis Global,bio,0.8328551848729451,26,0.18947929271729916
in-3e1437d128d90e07|postdoctoral fellow,Postdoctoral Fellow,National Institutes of Health,bio,0.9289931456247961,25,0.33245195303695296
"in-0d707a82d6930eab|research teaching specialist v, part time","Research Teaching Specialist V, Part Time",Rutgers University,bio,0.8888685305913291,8,1.0
in-3fc7a8e91d34fe2e|forensic dna analyst (fs2-pas),Forensic DNA Analyst (FS2-PAS),SNA International,bio,0.98581329981486,31,1.0
li-4155922705|genomic characterization staff scientist,Genomic Characterization Staff Scientist,KIKIKTAGRUK INUPIAT CORPORATION,bio,0.9901192188262941,9,1.0
in-797ab42eeda3cc0f|scientist i – msat (cell & gene therapy) (contractor),Scientist I – MSAT (Cell & Gene Therapy) (Contractor),Legend Biotech,bio,0.9904659787813821,17,0.40711456263488055
"in-bed3ad75a94691ae|field clinical representative ii - south central, pa","Field Clinical Representative II - South Central, PA",Boston Scientific,bio,0.547132601340611,10,0.23477388264858093
"in-e075045dbad6a94d|specialist, mss","Specialist, MSS","QPS Holdings, LLC",bio,0.8262317577997841,19,0.1825281584350729
in-b2c2a090eed8c71b|senior bacteriology technician,Senior Bacteriology Technician,"Eagle Health, LLC",bio,0.8204814394315081,53,1.0
in-590179ed517d9d21|student assistant,Student Assistant,Rutgers University,bio,0.8063980142275491,8,0.26157584504920994
"in-8c81da361e5c8f2c|assoc. director/scientific leader, automation infrastructure","Assoc. Director/Scientific Leader, Automation Infrastructure",GSK,bio,0.563934534788131,5,0.11065180322200364
in-69754c9bbbe384f8|research associate,Research Associate,"Jecho Laboratories, Inc.",bio,0.979923029740651,43,1.0
in-34ed0051519834df|laboratory technician,Laboratory Technician,Rutgers University,bio,0.9781818787256871,50,1.0
in-76aa1239c5b1d7aa|research specialist - center for discovery & innovation,Research Specialist - Center for Discovery & Innovation,Hackensack Meridian Health,bio,0.9391702612241111,-1,0.0036124231500256144
in-fc4cd7704127df76|post-doctoral fellows - sarma lab,Post-Doctoral Fellows - Sarma Lab,The Wistar Institute,bio,0.9669573307037351,55,1.0
in-7d10a9680e144f2f|postdoctoral fellow - geostatistics,Postdoctoral Fellow - Geostatistics,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.7228652139504751,37,1.0
in-09c595340ba32c3f|research assistant catov lab,Research Assistant Catov Lab,UPMC,bio,0.93032952149709,2,0.004539967090181336
in-c89b1681b51f7ed6|scientist,Scientist,Guidehouse,bio,0.904624084631601,-1,0.0051204635194453795
in-4fd737ea05651867|medical laboratory scientist ii,Medical Laboratory Scientist II,Quest Diagnostics,bio,0.9557671944300331,12,1.0
li-4273710560|post doctoral research fellow – circadian biology and genomics,Post Doctoral Research Fellow – Circadian Biology and Genomics,Children's Hospital of Philadelphia,bio,0.9805609583854671,35,1.0
in-ea9330d20ed2fa36|quality control data reviewer,Quality Control Data Reviewer,QuVa Pharma,bio,0.797003189722696,3,0.24129408735772837
"in-dd2875e943f65182|program manager, thymus-based anti-immunosenescence therapeutics","Program Manager, Thymus-Based Anti-Immunosenescence Therapeutics",United Therapeutics,bio,0.5853828390439351,-1,0.006180036042225524
in-4dd9cb7c920bd73f|lab technician,Lab Technician,Green Thumb Industries,bio,0.744982371727625,-1,0.11165029888748955
li-4269082987|sr research scientist r&d us cmg sweets,Sr Research Scientist R&D US CMG Sweets,The Hershey Company,bio,0.874147653579711,49,1.0
li-4298776604|senior research associate – rna therapeutics discovery,Senior Research Associate – RNA Therapeutics Discovery,"miRecule, Inc.",bio,0.9979504942893981,23,0.1635190418700696
in-99f56a1fa50d1d39|associate scientist i,Associate Scientist I,"QPS Holdings, LLC",bio,0.9033374786376951,-1,0.0796122891740245
in-b7a457b29733d826|project engineer,Project Engineer,GenScript ProBio,bio,0.625605538487434,7,0.5063126814655711
"in-5f2a6a8395ce2e9b|postdoc researcher, discovery; respiratory - immunology","Postdoc Researcher, Discovery; Respiratory - Immunology",Johnson & Johnson,bio,0.91885753472646,6,0.5668074004424277
in-2dcec7ea848c3783|development chemist,Development Chemist,,bio,0.9398981928825371,40,0.1017701520796739
li-4271700585|associate research scientist - drug development,Associate Research Scientist - Drug Development,"InVitro Cell Research, LLC",bio,0.8418453137079871,-1,0.09283922614118724
"in-c53b2e08c7142b3f|scientist ii, manufacturing sciences","Scientist II, Manufacturing Sciences",Thermo Fisher Scientific,bio,0.9842106898625691,34,0.8429567679873468
in-9dfaf9f2d6d7f296|research technologist (oncology -som),Research Technologist (Oncology -SOM),Johns Hopkins University,bio,0.9764315684636431,2,1.0
in-1c8c8f82c71a436b|postdoctoral fellow,Postdoctoral Fellow,National Institutes of Health,bio,0.9714507460594171,25,1.0
"in-8804c17c3acc91c0|research scientist, protein chemist","Research Scientist, Protein Chemist","Rockland Immunochemicals, Inc.",bio,0.9873513182004291,-1,0.15298042504186724
in-1e147ab5d9d07564|research assistant,Research Assistant,University of Pittsburgh,bio,0.857511778672536,16,0.2398375222883796
li-3992719548|scientist i,Scientist I,MillenniumSoft Inc,bio,0.9555757443110141,38,0.11587769918853061
li-4305718895|senior scientist – membrane protein and computational scientist,Senior Scientist – Membrane Protein and Computational Scientist,AstraZeneca,bio,0.9491806030273431,23,1.0
li-4212982395|post doctoral associate-kozai lab,Post Doctoral Associate-Kozai Lab,University of Pittsburgh,bio,0.974189221858978,-1,0.02496266871119086
"in-763f5c34917ead01|section head pathology, part-time","SECTION HEAD PATHOLOGY, Part-Time","University Hospital, Newark NJ",bio,0.58280344804128,0,0.43486049355607864
in-596debbf538c1354|laboratory supervisor,Laboratory Supervisor,Eurofins,bio,0.8805823326110841,1,1.0
"in-72a14d6978e1bf6b|senior scientist i, quality control","Senior Scientist I, Quality Control",WuXi Biologics,bio,0.8550887902577711,-1,0.09217318202711357
in-4bae2048b0279030|quality control laboratory supervisor,Quality Control Laboratory Supervisor,Reliance Vitamin,bio,0.9441522558530171,0,0.14351961888636047
"in-0aa654f8e7091729|director, emerging diagnostic technologies","Director, Emerging Diagnostic Technologies",GSK,bio,0.9179994066556291,5,0.07063518202952972
in-ce0a468b83955918|clinical research coordinator i,Clinical Research Coordinator I,Philadelphia Research and Education Foundation,bio,0.586366196473439,-1,0.0039056913088834563
"in-f56a786f0997c488|technical phone support, gas chromatography (gc)- analytical instrumentation","Technical Phone Support, Gas Chromatography (GC)- Analytical Instrumentation",Agilent Technologies,bio,0.795273184776306,-1,0.012287719708969011
"in-69d025fb07d10800|associate director/scientific leader, protein design and informatics","Associate Director/Scientific Leader, Protein Design and Informatics",GSK,bio,0.81442638238271,5,0.21456151622704603
in-f2cd8ed56666127a|research technologist,Research Technologist,Johns Hopkins University,bio,0.978634516398111,2,1.0
in-89beceee63e85631|scientist i,Scientist I,Novavax,bio,0.9871613184611001,23,0.12458248916150967
"in-3394eb56d6b9d5d4|field applications scientist - upstream, mid-atlantic","Field Applications Scientist - Upstream, Mid-Atlantic",RepliGen Corporation,bio,0.761954367160797,14,0.41371207726528414
"go-LRmtgmd6TEnZZWLVAAAAAA==|analyst ii, quality control molecular biology","Analyst II, Quality Control Molecular Biology",Greenkey Resources LLC,bio,0.9920973380406691,3,1.0
in-4600a84b22ebdb8f|professional/research/manager casual,Professional/Research/Manager Casual,Rutgers University,bio,0.521819353103637,13,0.08013654328567175
in-8274d0213b344c47|postdoctoral associate,Postdoctoral Associate,Rutgers University,bio,0.966698884963989,8,0.12058134729222733
"li-4206150496|national institutes of health (nih), national heart, lung, and blood institute (nhlbi) opportunity","National Institutes of Health (NIH), National Heart, Lung, and Blood Institute (NHLBI) Opportunity",Oak Ridge Institute for Science and Education,bio,0.521720935901006,-1,0.014934037148757982
li-4261969461|application scientist,Application Scientist,Biopeptek Pharmaceuticals LLC,bio,0.9402489264806111,-1,0.08472256335188826
in-413138eecbea1433|laboratory technician lll,Laboratory Technician lll,Eurofins,bio,0.941696067651112,1,1.0
"li-4264561063|urgent opening - general toxicology associate scientist onsite newark, de","Urgent Opening - General Toxicology Associate Scientist onsite Newark, DE",Net2Source (N2S),bio,0.835958361625671,-1,0.004291893207674357
in-5d2e183848eb1c56|associate scientist - formulations,Associate Scientist - Formulations,FMC Corporation,bio,0.9546072880427041,-1,0.07816621955066887
in-9ee2b5949ee43158|research faculty (prep0003377),Research Faculty (PREP0003377),Johns Hopkins University,bio,0.9520786404609681,4,1.0
li-4300092259|research associate – anaerobic microbiology & gut microbiome analysised position,Research Associate – Anaerobic Microbiology & Gut Microbiome Analysised Position,University of Pennsylvania,bio,0.9981873830159501,-1,0.003927524646450633
in-cb516848f6999166|postdoctoral research associate - college of engineering - department of biomedical engineering,Postdoctoral Research Associate - College of Engineering - Department of Biomedical Engineering,Carnegie Mellon University,bio,0.724361836910247,46,1.0
in-a1f46e508bddd42e|medical technologist,Medical Technologist,RWJBarnabas Health,bio,0.9383294582366941,51,1.0
"in-df0d6ce5b230c451|associate director, cellular & mechanistic pharmacology","Associate Director, Cellular & Mechanistic Pharmacology",Johnson & Johnson,bio,0.956071237723032,6,0.8482606220990087
in-a0018f84c8a30da9|sr. scientist / principal scientist - lc-ms/ms,Sr. Scientist / Principal Scientist - LC-MS/MS,NMS Labs,bio,0.943805734316507,-1,0.13983285783226915
in-ac24eff8ff81e679|scientist i,Scientist I,Novavax,bio,0.9936019380887351,23,0.07343913125708926
li-4222408411|part-time research assistant - cavener lab (department of biology),Part-Time Research Assistant - Cavener Lab (Department of Biology),Penn State University,bio,0.8768358627955111,21,1.0
in-4f4944aba832c6cc|senior data scientist - genetics,Senior Data Scientist - Genetics,University of Pennsylvania,bio,0.759417017300923,11,0.46517281979261466
in-4ecc5f3417f1484a|sr. medical laboratory scientist,Sr. Medical Laboratory Scientist,Quest Diagnostics,bio,0.9596844712893161,41,1.0
in-b30098e109541da2|senior scientist (synthetic chemist),Senior Scientist (Synthetic Chemist),"Polysciences, Inc",bio,0.9935173789660131,14,0.05142897699687944
in-cb0db5e67cf28710|scientist i,Scientist I,"ARRO Consulting, Inc.",bio,0.8491441408793131,20,1.0
"in-8af12081be50ed39|senior director, global product quality, cell therapy","Senior Director, Global Product Quality, Cell Therapy",Bristol Myers Squibb,bio,0.7588778932889301,54,1.0
in-c433e96e9752adfa|postdoctoral research associate,Postdoctoral Research Associate,Princeton University,bio,0.9041383862495421,-1,0.03953857951354603
in-d09b3ce7de37f879|aes - laboratory manager,AES - Laboratory Manager,Aquatech International,bio,0.620021373033523,38,0.03326605965764488
in-a948541c2a4c3cb4|quality assurance specialist (gcp/glp),Quality Assurance Specialist (GCP/GLP),Pharmaron,bio,0.504630376895268,3,0.09428886629848869
in-ef1964fccd229df3|msat particle lab senior scientist,MSAT Particle Lab Senior Scientist,Johnson & Johnson,bio,0.8806433876355491,6,0.0895511081386866
in-15cc262468825a8c|postdoctoral scholar,Postdoctoral Scholar,Penn State University,bio,0.950161159038543,18,1.0
li-4240364345|research associate - asangani lab,Research Associate - Asangani Lab,University of Pennsylvania,bio,0.9059594670931491,28,1.0
in-6861e44202fc4838|wetlands scientist,Wetlands Scientist,"Geo-Technology Associates, Inc.",bio,0.5628085136413571,20,1.0
"in-11df1356214c4214|associate director, computational biology and data science, translational medicine","Associate Director, Computational Biology and Data Science, Translational Medicine",Incyte Corporation,bio,0.9284320274988811,-1,0.09523442160523757
in-8d38972040785fd6|sr msat associate,Sr MSAT Associate,Abzena,bio,0.9255261421203611,14,0.1891281569728304
in-bda02a76c998907a|lab tech ii/phlebotomy,Lab Tech II/Phlebotomy,Johns Hopkins Health System,bio,0.8176725308100381,33,0.5609884662302803
in-f4c7091645e27ec3|associate scientist,Associate Scientist,Frontage Laboratories,bio,0.9907074769337971,19,1.0
in-0c8ffb29ce494b57|assistant research scientist (prep0003671),Assistant Research Scientist (PREP0003671),Johns Hopkins University,bio,0.9097265005111691,4,1.0
in-bb9dceaf1ddef813|post doctoral research fellow – circadian biology and genomics,Post Doctoral Research Fellow – Circadian Biology and Genomics,Children's Hospital of Philadelphia,bio,0.9805609583854671,35,1.0
in-b22b48f35b62071e|purification development scientist,Purification Development Scientist,Genentech,bio,0.9577051003774001,14,0.06113866328514373
"in-83647cf07f14e017|computational biologist/principal scientist, applied & translational omics (m/f/d)","Computational Biologist/Principal Scientist, Applied & Translational Omics (m/f/d)",GSK,bio,0.8913469314575191,5,0.40775221883224855
li-4279927095|bioanalytical scientist,Bioanalytical Scientist,Eurofins Viracor BioPharma Services,bio,0.995439847310384,1,0.7243890848567092
in-2d23f634856c6485|postdoctoral researcher,Postdoctoral Researcher,,bio,0.9802346428235371,24,0.3364440385781164
"in-00e7f86cdba5e774|sr. scientist, vector biology","Sr. Scientist, Vector Biology",Legend Biotech,bio,0.8993578751881911,17,0.1371780372662695
in-f8cd838e4b610ce9|associate research scientist (prep0003669),Associate Research Scientist (PREP0003669),Johns Hopkins University,bio,0.9549413522084551,4,1.0
li-4275071067|medical technologist ii full time,Medical Technologist II Full Time,Holy Cross Health,bio,0.9770280321439101,0,0.23219742512609845
"in-5cf15d1ef5a65c11|clinical lab specialist, part time evenings, hmc","Clinical Lab Specialist, Part Time Evenings, HMC",Atlantic Health,bio,0.5475730200608571,0,0.1631890697705922
in-9fae286866503a65|viral pathogenesis lead scientist,Viral Pathogenesis Lead Scientist,"Goldbelt, Inc.",bio,0.957206408182779,15,1.0
