uid,title,company,domain,p_rnd,topic_id,topic_prob
"in-6e2d45f9218e42ee|associate scientist, quality control","Associate Scientist, Quality Control",GenScript ProBio,bio,0.9908632238705951,7,0.5182864720016621
in-5985a458e7cac8d4|quality control associate i - sun - wed 12pm to 10:30pm,Quality Control Associate I - Sun - Wed 12pm to 10:30pm,Charles River Laboratories,bio,0.996644973754882,3,0.12825120115346547
li-4115198199|researcher - cellular and molecular physiology,Researcher - Cellular and Molecular Physiology,Penn State University,bio,0.8618408044179281,18,0.3042720016616412
in-b91c72b7b3b9d57f|lab computing analyst â entry level,Lab Computing Analyst â Entry Level,CGI,bio,0.640114237864812,43,0.19187514234886566
in-7aa022450a1a1c34|digital accelerator development program analyst,DigITal Accelerator Development Program Analyst,Bristol Myers Squibb,bio,0.544734681646029,10,0.7976458838746293
"in-811f3e905c480406|senior scientist/principal scientist, oncology translational development","Senior Scientist/Principal Scientist, Oncology Translational Development",Bristol Myers Squibb,bio,0.9638078014055881,10,0.14220947229504025
li-4255297453|postdoctoral fellow (prep0003537),Postdoctoral Fellow (PREP0003537),The Johns Hopkins University,bio,0.955118020375569,4,1.0
in-2ecad7e9cd0745e7|histotechnician/histotechnologist,Histotechnician/Histotechnologist,UPMC,bio,0.7710183958212531,32,1.0
in-596bc3f68084e291|postdoctoral fellow (prep0003509),Postdoctoral Fellow (PREP0003509),Johns Hopkins University,bio,0.9305435220400491,4,0.9093693972208724
"in-e88784589f3843de|senior research associate, biomarker development","Senior Research Associate, Biomarker Development",Cherokee Federal,bio,0.987264752388,-1,0.0056517376614790135
in-0e588b184b766e10|head of in silico data analytics products,Head of In Silico Data Analytics Products,Sanofi,bio,0.6390556196371711,-1,0.025488043916981378
in-7a02b73e89d0829f|nextgen sequencing lab technician,NextGen Sequencing Lab Technician,,bio,0.991760810216267,2,0.005768915791015953
in-6ea58f0318ef0724|part-time research assistant - cavener lab (department of biology),Part-Time Research Assistant - Cavener Lab (Department of Biology),Penn State University,bio,0.87693186601003,21,0.4233592519558482
in-a56e4f90ce7fc362|associate professor - synthetic biology (vashee),Associate Professor - Synthetic Biology (Vashee),J. Craig Venter Institute,bio,0.696466783682505,2,0.005805962341150311
"in-1bb3f4abe789a86e|contract laboratory manager (fort meade, md)","Contract Laboratory Manager (Fort Meade, MD)","TechLaw Consultants, Inc.",bio,0.705794960260391,38,1.0
in-48802f442b278253|qc biochemist i,QC Biochemist I,United Therapeutics,bio,0.83793705701828,-1,0.013693769613927598
"in-7ef0a3f6dd53e408|director, clinical translational safety lead","Director, Clinical Translational Safety Lead",Johnson & Johnson,bio,0.8857749303181961,6,0.20800914787667246
in-90dbcadc333c46f0|molecular virology research scientist,Molecular Virology Research Scientist,Kikiktagruk Inupiat Corporation,bio,0.946520169576009,9,0.28718563857174123
"in-44a141e8d44eefea|global market development manager, protein expression and viral delivery","Global Market Development Manager, Protein Expression and Viral Delivery",Thermo Fisher Scientific,bio,0.7082716226577751,34,1.0
"in-9b9abb45322fb1e4|senior laboratory technician iii, virology","Senior Laboratory Technician III, Virology",Cherokee Federal,bio,0.9974636038144431,-1,0.0037874798032177066
li-4301359880|protein purification scientist,Protein Purification Scientist,Insight Global,bio,0.9604608416557311,-1,0.07188042927711252
in-96c00d4bded0e804|recent graduate,Recent Graduate,CoreTechs Inc.,bio,0.637794733047485,-1,0.14284581358346524
in-c3c3ba8ff87eddab|research specialist d,Research Specialist D,University of Pennsylvania,bio,0.9036237994829811,11,1.0
in-0e203d1d8f0a12a2|field service engineer,Field Service Engineer,Agilent Technologies,bio,0.640565594037373,-1,0.0017742750622826704
"li-4296606208|principal scientist, r&d","Principal Scientist, R&D",Johnson & Johnson MedTech,bio,0.690158744653066,6,0.08793460112641059
in-210db90471955058|scientist,Scientist,ATCC,bio,0.9932593703269951,-1,0.007103474505406194
"in-c72836df3094577a|senior manager, research program management","Senior Manager, Research Program Management",Bristol Myers Squibb,bio,0.587539116541544,10,0.3085315100568159
"in-77f47308aef25c20|vice president, technical development","Vice President, Technical Development",Rocket Pharma,bio,0.9542727073033651,-1,0.04976898366821317
in-f9f0487978d7aaed|quality control scientist ((i/ ii/ iii/ iv),Quality Control Scientist ((I/ II/ III/ IV),NJ Bio,bio,0.9915144840876261,3,0.17172769082239453
in-d477f98fc8689408|genomic research services manager,Genomic Research Services Manager,PSOMAGEN INC,bio,0.913122733434041,56,1.0
li-4289759411|laboratory technician - 157294,Laboratory Technician - 157294,Atrium,bio,0.9788230856259661,26,0.2971521778924049
in-9db730c04d127a35|computational scientist - ai/ml for omics integration,Computational Scientist - AI/ML for Omics Integration,Axle,bio,0.889151612917582,48,1.0
in-c6ae9fc5f5e4dd04|medical laboratory scientist/support technician,Medical Laboratory Scientist/Support Technician,UPMC,bio,0.9982901612917581,0,1.0
in-5710d18e27a39feb|lab assistant,Lab Assistant,Misericordia University,bio,0.818344175815582,2,0.005180611286640415
in-c5b10119d87757c5|associate scientist,Associate Scientist,LANXESS,bio,0.697064240773518,-1,0.10069281599167776
in-ba1664b0d31c9309|research associate ii,Research Associate II,Rutgers University,bio,0.8975654045740761,8,0.12585940039172716
in-ad339bc2e360a2c0|postdoctoral researcher in dual-frequency comb spectroscopy at the nanoscale,Postdoctoral Researcher in dual-frequency comb spectroscopy at the nanoscale,Princeton University,bio,0.9197794993718461,-1,0.04086120509639514
li-4276828780|postdoctoral researcher - skin biology,Postdoctoral Researcher - Skin Biology,Colgate-Palmolive,bio,0.8803778092066441,40,1.0
in-472068c7a291384c|post doctoral associate,Post Doctoral Associate,Rutgers University,bio,0.860059797763824,13,1.0
in-9c2cf55aa2584691|enzene - qc microbiology scientist,Enzene - QC Microbiology Scientist,1130 Works,bio,0.9491002360979711,29,1.0
in-991bb25a26449618|postdoctoral research associate,Postdoctoral Research Associate,Princeton University,bio,0.9036732713381441,-1,0.03669190119653961
in-6c59f7fafdb3e760|medical lab tech ascp - full time - day shift,Medical Lab Tech ASCP - Full time - Day shift,Meritus Medical Center,bio,0.8476283748944601,0,1.0
in-3b04afca7aaf11c2|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.9613845944404601,16,1.0
li-4211109848|card cath lab technologist (arrt),CARD CATH LAB TECHNOLOGIST (ARRT),Beebe Healthcare,bio,0.6635653674602501,30,1.0
in-6ced0a0cc608ddb0|research assistant i,Research Assistant I,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.9133551915486651,37,1.0
li-4301213524|senior staff scientist,Senior Staff Scientist,ICON Strategic Solutions,bio,0.990717967351277,-1,0.05747002715944693
in-b2ac836816964bb9|ngs research scientist ii,NGS research scientist II,GenScript ProBio,bio,0.9758369723955791,7,1.0
"li-4261929638|scientist, peptide testing [ posted date : 02 june, 2021 ]","Scientist, Peptide testing [ Posted Date : 02 June, 2021 ]",Stira Pharmaceuticals,bio,0.9166771570841471,43,1.0
in-ffa3f302663f4fe0|assistant research scientist (prep0003516),Assistant Research Scientist (PREP0003516),Johns Hopkins University,bio,0.9262422919273371,4,1.0
li-3677887282|research technologist - medical sciences - cellular and molecular physiology,Research Technologist - Medical Sciences - Cellular and Molecular Physiology,Penn State University,bio,0.8903742829958591,18,1.0
in-1aa309206acbbe0b|research associate - computational biology - school of computer science,Research Associate - Computational Biology - School of Computer Science,Carnegie Mellon University,bio,0.6669134298960361,46,1.0
li-4277857077|biochemist specialist - geir (global entrepreneur in residence),Biochemist Specialist - GEIR (Global Entrepreneur In Residence),New Jersey Institute of Technology,bio,0.602408061424891,13,0.05256328155548855
in-b15dd16d95822c06|director of manufacturing - cannabis,Director of Manufacturing - Cannabis,,bio,0.564689626296361,-1,0.028882372540337268
in-eb46b74cca0ff0a6|biologist,Biologist,Axle,bio,0.9901268879572551,48,1.0
in-b41d4a9c92120ee5|histotechnician,Histotechnician,UPMC,bio,0.64137993256251,32,1.0
li-4274019348|assistant research scientist (prep0003673),Assistant Research Scientist (PREP0003673),The Johns Hopkins University,bio,0.899339417616526,4,0.31721537475434375
in-3705e53a0ad29126|certified medical laboratory scientist ii,Certified Medical Laboratory Scientist II,WellSpan Health,bio,0.8584642211596171,0,0.48461417859184663
li-4279566517|scientist: microbiology,Scientist: Microbiology,Lensa,bio,0.9715332984924311,34,1.0
in-4241622ca522c5cd|qc chemist - final products,QC Chemist - Final Products,LTS Lohmann Therapy Systems,bio,0.9773304859797161,3,0.1272024814917671
in-f6accef015bae010|visiting researcher (scholar),Visiting Researcher (Scholar),Rutgers University,bio,0.7043656806151071,8,0.32253303567442454
in-1e8fba795d39c28c|research & development technician,Research & Development Technician,Biocoat Inc.,bio,0.716261605421702,0,0.4514345379394498
"in-fd0ea713eec33409|sr. advanced specialist, clinical manufacturing operations and sciences","Sr. Advanced Specialist, Clinical Manufacturing Operations and Sciences",Legend Biotech,bio,0.908997615178426,17,0.4988240362983572
in-1f7aabaaf3ea6429|senior scientist,Senior Scientist,Thermo Fisher Scientific,bio,0.9347386757532751,34,0.4589181075897543
li-4246762726|postdoctoral fellow (prep0003525),Postdoctoral Fellow (PREP0003525),The Johns Hopkins University,bio,0.926711122194925,4,0.8988289515181166
in-f1165e72adaa7c84|quality control investigator,Quality Control Investigator,Castle Creek Biosciences,bio,0.7899688680966691,3,0.15862300864335147
li-4295866244|[expired] phd position in virology – hiv-1 cell-to-cell dissemination,[Expired] PhD Position in Virology – HIV-1 Cell-to-Cell Dissemination,PhDFinder,bio,0.967843373616536,-1,0.005357339601317158
"in-87b2c11d2dffd3e8|associate scientist, purification process science","Associate Scientist, Purification Process Science",Thermo Fisher Scientific,bio,0.9708341956138611,34,1.0
li-4278075643|research specialist b/c,Research Specialist B/C,University of Pennsylvania,bio,0.8916230400403341,11,1.0
li-4297621878|2026 future talent program - analytical research & development – co-op,2026 Future Talent Program - Analytical Research & Development – Co-Op,Merck,bio,0.9861439267794291,57,1.0
in-d03bf9b9a98d0cb0|student assistant,Student Assistant,Rutgers University,bio,0.6693753103415171,8,1.0
"li-4272419820|medical technologist, per diem","Medical Technologist, Per Diem",RWJBarnabas Health,bio,0.9630502065022781,51,1.0
li-4186769129|cytogenetics technologist,CYTOGENETICS TECHNOLOGIST,Cooper University Health Care,bio,0.7397638559341431,-1,0.0005898406543775486
in-8c5a9f4a1e2b55a2|managing director - imaging,Managing Director - Imaging,The Wistar Institute,bio,0.729274292786916,55,1.0
in-c7430609dc6262fa|laboratory/technical assistant - casual,Laboratory/Technical Assistant - Casual,Rutgers University,bio,0.7515343030293781,13,0.1331034395336034
"in-a8498210fd90ee3d|manager, epidemiology and real-world data sciences – medtech surgery","Manager, Epidemiology and Real-World Data Sciences – MedTech Surgery",Johnson & Johnson,bio,0.6961869597434991,6,0.21395797900134914
in-2b25fa10e7e2c934|environmental scientist - due diligence,Environmental Scientist - Due Diligence,J.S. Held,bio,0.598891340196132,20,1.0
in-fdc7285a0928e94d|research engineer,Research Engineer,Church & Dwight Co.,bio,0.8761783043543491,49,0.06073839358234346
"in-c13f9944aa4d6f67|director, emerging diagnostic technologies","Director, Emerging Diagnostic Technologies",GSK,bio,0.9205351471900941,5,0.046961410647397776
in-5497e6a6e4942fe0|pcr application specialist (gold standard diagnostics),PCR Application Specialist (Gold Standard Diagnostics),Eurofins,bio,0.684876531362533,1,0.848447767268875
li-4284677415|research tech intermediate,Research Tech Intermediate,Jefferson Health,bio,0.7089087069034571,58,1.0
"in-359eb382232d7802|director, preclinical project development and strategic lead","Director, Preclinical Project Development and Strategic Lead",Legend Biotech,bio,0.785540521144866,17,0.4528168016824732
in-2dc30150ce5162ad|senior expert bioinformatics,Senior Expert Bioinformatics,Novartis,bio,0.8243445158004761,56,1.0
in-e0390bc3486e17ac|laboratory specialist,Laboratory Specialist,University of Pittsburgh,bio,0.9804817040761311,22,0.6542502898088989
in-e97447d29cc7b603|research associate iv,Research Associate IV,Chenega Corporation,bio,0.746443887551625,-1,0.1642774675333343
in-a5781d2a41d53cf0|sample lab coordinator,Sample Lab Coordinator,OnScent,bio,0.6882195472717281,-1,0.107889408334562
in-6260cb6c74f43476|car-t analytical development scientist - group leader,CAR-T Analytical Development Scientist - Group Leader,Eurofins,bio,0.9961144924163811,1,0.08164954140334965
li-4295038236|associate scientist- entry level,Associate Scientist- Entry Level,Eurofins BioPharma Product Testing North America,bio,0.9484837651252741,1,0.956148219663343
in-dc8069296372815a|post-doctoral research vascular/extracellular matrix biology,Post-Doctoral Research Vascular/Extracellular Matrix Biology,"University of Maryland, Baltimore",bio,0.985023836294809,24,0.2571667269146986
in-969f3dd603bf4160|research technologist,Research Technologist,Johns Hopkins University,bio,0.9801339904467261,2,1.0
in-ca11c5cbedddb7da|postdoctoral associate,Postdoctoral Associate,Rutgers University,bio,0.7581648429234821,13,1.0
in-d3045c226b9a8e59|senior research associate,Senior Research Associate,GenetikaPlus US Inc,bio,0.9959574937820431,2,0.004458305734440476
in-4cf3c978d0bc9ef4|medical laboratory scientist i,Medical Laboratory Scientist I,Quest Diagnostics,bio,0.979021569093068,41,1.0
in-438ef2b383376455|research associate (mammalian synthetic biology) - cbd - school of computer science,Research Associate (Mammalian Synthetic Biology) - CBD - School of Computer Science,Carnegie Mellon University,bio,0.8410189946492511,46,1.0
"in-31e579d9da172ce4|sr associate, laboratory process improvement","Sr Associate, Laboratory Process Improvement",GeneDx,bio,0.7119629780451451,-1,0.003669942393511752
"in-2506421061dd807e|senior manager, research program management","Senior Manager, Research Program Management",Bristol Myers Squibb,bio,0.572757283846537,10,0.5492184050858582
in-f986da7f6e71578e|associate scientist i (night shift),Associate Scientist I (Night Shift),Azenta Life Sciences,bio,0.8655506372451781,56,0.8233233682778989
in-a441a1bd114a501d|lab tech i/phlebotomy,Lab Tech I/Phlebotomy,Johns Hopkins Health System,bio,0.800852954387664,33,0.1900710324071356
li-4256197874|histopathology technologists,Histopathology Technologists,"RWD Consulting, LLC",bio,0.7360985279083251,32,0.7420860031415196
li-4298189032|research specialist b,Research Specialist B,American Nano Society,bio,0.745075156291325,11,0.6848718024986681
in-2f0585bf71df1dc2|data scientist 3,Data Scientist 3,,bio,0.8374376495679221,27,1.0
"li-4280633302|global market development manager, protein expression and viral delivery","Global Market Development Manager, Protein Expression and Viral Delivery",Thermo Fisher Scientific,bio,0.7077446579933161,34,1.0
li-4275314892|product manager / r&d reagents (life sciences),Product Manager / R&D Reagents (Life Sciences),IPHASE Biosciences,bio,0.857551972071329,43,1.0
in-08ea99d3a00c62fd|(2nd shift) entry level drug discovery compound purification scientist,(2nd Shift) Entry Level Drug Discovery Compound Purification Scientist,"Spectrix Analytical Services, LLC",bio,0.549714547892411,26,1.0
in-dc3599cce42b5d9f|assistant professor - tenure track faculty,Assistant Professor - Tenure Track Faculty,Rutgers University,bio,0.5962211887041721,13,0.2421171476535336
in-37a343992d7e71a4|research scientist i (pre-clinical) 4dbio3,Research Scientist I (Pre-clinical) 4DBio3,The Geneva Foundation,bio,0.9806099732716871,-1,0.018966982016933597
in-9191eafc9e200552|laboratory research technician iii,Laboratory Research Technician III,University of Pittsburgh,bio,0.990852057933807,22,1.0
in-8f716bb9d3dc5270|post doctoral fellow - lab of dr. hou,Post Doctoral Fellow - Lab of Dr. Hou,Thomas Jefferson University & Jefferson Health,bio,0.536375353733698,58,1.0
in-c6beb6f1cfa03b51|forensic scientist,Forensic Scientist,Atlantic Diagnostic Laboratories,bio,0.85066399971644,31,0.11007728640833674
"li-4280872182|scientist, bioscience","Scientist, Bioscience",AstraZeneca,bio,0.9733208616574601,5,0.027084347707964796
in-d0094698d30fb990|molecular virology lead technical support,Molecular Virology Lead Technical Support,Parsons,bio,0.8686161041259761,15,0.00340598927097516
li-4115489261|automation and assay research scientist,Automation and Assay Research Scientist,Alaka`ina Foundation Family of Companies,bio,0.963961402575174,39,0.34365608335077286
"li-4298947942|travel cath lab technologist - $2,626 per week - 1398787","Travel Cath Lab Technologist - $2,626 per week - 1398787",Vivian Health,bio,0.9613813757896421,30,1.0
in-9a92de7f09f40d45|research specialist l/ll,Research Specialist l/ll,Princeton University,bio,0.9717521866162611,2,0.01218890934229615
in-425e4d5f0cad8371|post-doctoral position - 2 photon imaging cell transplantation,Post-Doctoral Position - 2 photon imaging cell transplantation,"University of Maryland, Baltimore",bio,0.9411572813987731,24,1.0
li-4279123608|pcr application specialist,PCR Application Specialist,Eurofins,bio,0.6909804145495091,1,0.7745655040588367
in-bafbe46937e737aa|laboratory manager,Laboratory Manager,University of Pittsburgh,bio,0.9625268777211501,22,0.11837805663205553
in-14062f3aff42ad51|medical laboratory scientist (mls) – technical manager,Medical Laboratory Scientist (MLS) – Technical Manager,"Goldbelt, Inc.",bio,0.9970632592837011,15,0.564887495121977
"li-4268808785|travel cath lab technologist - $2,974 per week - 1379528","Travel Cath Lab Technologist - $2,974 per week - 1379528",Vivian Health,bio,0.9621398448944091,30,1.0
in-5bcf1c45f3b1266f|chief of molecular radiation sciences in radiation oncology,Chief of Molecular Radiation Sciences in Radiation Oncology,Johns Hopkins University,bio,0.866783042748769,33,0.6707077801938954
in-952ba8c4473e70cb|medical laboratory scientist (mls)/medical lab technician (mlt)/laboratory support technician,Medical Laboratory Scientist (MLS)/Medical Lab Technician (MLT)/Laboratory Support Technician,UPMC,bio,0.9508199890454611,0,1.0
"in-8bdde7b498136f50|senior scientist, lab automation","Senior Scientist, Lab Automation",Johnson & Johnson,bio,0.9856211543083191,6,1.0
in-30bd76c73be2be1d|software engineer,Software Engineer,Dotmatics Ltd.,bio,0.72055983543396,56,1.0
in-de8b474f2362614d|systems engineer level iii,Systems Engineer Level III,"KALMAN & COMPANY, INC.",bio,0.6385731697082521,27,0.06065556105611614
"li-4304436805|graduate research intern, biology","Graduate Research Intern, Biology",DataAnnotation,bio,0.740121930837631,-1,0.00025899263833594686
in-e0390bc3486e17ac|laboratory specialist,Laboratory Specialist,University of Pittsburgh,bio,0.9909631808598831,22,1.0
in-d1acaa75cb698f03|dna analyst,DNA Analyst,Hudson County Prosecutor's Office,bio,0.9450393716494241,31,1.0
in-33455f37d9fb5508|medical laboratory scientist i,Medical Laboratory Scientist I,Quest Diagnostics,bio,0.9821458061536151,41,0.6978383504912237
in-20ad49ad9481c53c|scientific program analyst,Scientific Program Analyst,Guidehouse,bio,0.6909675896167751,-1,0.005673998563633347
in-dfa44c71aad8ca17|pcr scientist - group leader,PCR Scientist - Group Leader,Eurofins,bio,0.9753837188084921,1,0.8232224051982393
in-f3a1fae3cfee646b|data scientist 3,Data Scientist 3,Gormat,bio,0.9118846257527671,27,1.0
in-0de13f2d99af79a7|qc analytical scientist,QC Analytical Scientist,WuXi AppTec,bio,0.997357328732808,3,1.0
in-efbe587fa5b544c4|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.970077753067016,16,1.0
in-158985350ba9f9a1|principal scientist i or ii - synthetic chemist process development cerd,Principal Scientist I or II - Synthetic Chemist Process Development CERD,Parexel,bio,0.998426715532938,-1,0.09692950033266895
in-4979e4700bba525b|micro quality control (q/c) & biology analyst ii,Micro Quality Control (Q/C) & Biology Analyst II,"Clene Nanomedicine, Inc.",bio,0.8075383702913921,29,0.284930182948701
"in-6aa000097148a5be|histotechnician, upmc williamsport","Histotechnician, UPMC Williamsport",UPMC,bio,0.8572506308555601,32,1.0
in-bc31517c765c8e04|senior laboratory technician,Senior Laboratory Technician,Eurofins,bio,0.8593881924947101,1,1.0
in-909368d320aea66a|qa supervisor,QA Supervisor,"E.T. Browne Drug Company, Inc,",bio,0.8761386672655741,26,0.3688541792983398
in-3cf1e611470f0bc4|data scientist,Data Scientist,"Base-2 Solutions, LLC",bio,0.846678793430328,27,0.5667335769929389
"in-e1b69eea067e2776|associate director, quantitative systems pharmacology","Associate Director, Quantitative Systems Pharmacology",GSK,bio,0.7463201781113941,5,0.05295467387521984
in-99858dba5bfb664a|medical laboratory scientist/support technician,Medical Laboratory Scientist/Support Technician,UPMC,bio,0.9983008901278171,0,1.0
in-7ce966a0bad334bf|wetland scientist,Wetland Scientist,MasTec Utility Services,bio,0.572805434465408,20,0.29353699870185695
in-52c8ac93efb33eb8|sr scientist,Sr Scientist,Teva Pharmaceuticals,bio,0.7569475173950191,19,0.1062425166708452
in-95421d2014590447|biology part-time lab prep crew - woodward,Biology Part-Time Lab Prep Crew - Woodward,Penn State University,bio,0.550556302070617,21,0.6364609489376939
"in-d57a34ce10de9b11|research associate, fungi","Research Associate, Fungi",SILVEC BIOLOGICS,bio,0.9189749558766681,-1,0.020934639847399367
in-40738a139d335709|research post doctoral fellow,Research Post Doctoral Fellow,Children's Hospital of Philadelphia,bio,0.985211273034413,35,1.0
li-4300817335|research specialist (department of ophthalmology),Research Specialist (Department of Ophthalmology),Inside Higher Ed,bio,0.798662970463434,11,0.7451414001527819
in-30c429454f89758e|clinical development director - hepatology,Clinical Development Director - Hepatology,GSK,bio,0.6675679584344221,5,0.08821307536581159
in-95c6801d679e48c1|postdoctoral position in polycystic kidney disease research at qian lab,Postdoctoral Position in Polycystic Kidney Disease Research at Qian Lab,"University of Maryland, Baltimore",bio,0.98696502049764,24,1.0
in-93c359009dccbd69|senior bacteriology technical support,Senior Bacteriology Technical Support,"Eagle Health, LLC",bio,0.8665080269177751,53,1.0
in-1c540905818c508f|post doctoral fellow in research,Post doctoral fellow in Research,Thomas Jefferson University & Jefferson Health,bio,0.7217678825060521,58,1.0
li-4291023691|research associate,Research Associate,Inside Higher Ed,bio,0.714529703060785,28,0.3036725708394758
in-decc5275065c161e|junior genomics research associate,Junior Genomics Research Associate,Vizzhy Labs,bio,0.9837905565897621,56,1.0
"li-4275226501|scientist, analytics","Scientist, Analytics",Legend Biotech,bio,0.959350804487864,17,0.09795728586765533
in-1376398f9bd440af|research specialist ii,Research Specialist II,Johns Hopkins University,bio,0.9881618817647291,2,0.010618105376297007
in-2759ef814b444109|part-time research assistant-crowley lab- department of biology,Part-Time Research Assistant-Crowley Lab- Department of Biology,Penn State University,bio,0.8768425186475111,21,1.0
in-7a206636fcd4e8dd|technical evaluator,Technical Evaluator,Osmo,bio,0.6892670591672261,-1,0.09131379948734243
in-76aa1239c5b1d7aa|research specialist - center for discovery & innovation,Research Specialist - Center for Discovery & Innovation,Hackensack Meridian Health,bio,0.9317225019137061,-1,0.0034437332363140226
li-4245755629|co-op - computational lab,Co-op - Computational Lab,United Therapeutics Corporation,bio,0.615656713644663,-1,0.006090240782127141
in-891c994425b8e105|work assistant (multiple vacancies),Work Assistant (Multiple Vacancies),Rutgers University,bio,0.502423534790674,50,1.0
li-4207047082|viral immunology lead technician,Viral Immunology Lead Technician,Goldbelt Apex LLC,bio,0.995692034562428,15,0.8518704060099672
"in-e40fcdb97c84ecc4|tumor immunology, tenure track (assistant to associate professor)","Tumor Immunology, Tenure Track (Assistant to Associate Professor)",Rutgers University,bio,0.7794382174809771,50,0.08861101120438344
li-4270536764|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,Coast Medical Service,bio,0.905132333437601,44,1.0
in-f491126d8d693a2a|grossing technician,Grossing Technician,"Peninsula Pathology Associates, P.A.",bio,0.6823787291844681,33,1.0
in-62af0f062eff868a|qc scientist - pm shift,QC Scientist - PM Shift,Novartis,bio,0.660247315963109,3,0.2434441871543624
in-8a2defb5b85a4fde|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.6812217434247331,16,1.0
"li-4269946857|travel cath lab technologist - $2,586 per week - 1380727","Travel Cath Lab Technologist - $2,586 per week - 1380727",Vivian Health,bio,0.962051451206207,30,1.0
"in-33a6a301b40ea010|engineer/scientist i, qc","Engineer/Scientist I, QC",Thermo Fisher Scientific,bio,0.993066370487213,34,1.0
in-84bccff0ecb4da86|research technologist,Research Technologist,Penn State University,bio,0.8371437986691791,18,1.0
in-5cdc2e58e7b2113b|flow cytometry specialist,Flow Cytometry Specialist,Dr. Hayman Salib,bio,0.982805450757344,19,0.2763285475534052
in-7ae5d07d076347ce|medical laboratory scientist i,Medical Laboratory Scientist I,Quest Diagnostics,bio,0.9834926923116041,41,1.0
li-4221285524|biology research scientist,Biology Research Scientist,DataAnnotation,bio,0.8438925743103021,-1,0.00025892910880115133
"in-9cef111fd56b2364|principal scientist, biological network analytics","Principal Scientist, Biological Network Analytics",Johnson & Johnson,bio,0.949372828006744,6,0.4993524648225354
in-da1e1d5cb40c6e8a|scientific project manager,Scientific Project Manager,Axle,bio,0.613273590803146,48,0.797238915418269
in-05893723c88310f2|molecular virology research scientist,Molecular Virology Research Scientist,"Eagle Health, LLC",bio,0.9433910051981601,53,1.0
in-a9f4e72455cb4638|research scientist - gene editing,Research Scientist - Gene Editing,ChristianaCare,bio,0.951020836830139,-1,0.005925907097455782
"li-4279945105|travel cath lab technologist - $2,600 per week - 1386088","Travel Cath Lab Technologist - $2,600 per week - 1386088",Vivian Health,bio,0.9462997317314141,30,1.0
li-4289705492|aseptic manufacturing lead,Aseptic Manufacturing Lead,Tap Growth ai,bio,0.547153155008951,14,1.0
in-741b17a4a1b46a2a|serology technician,Serology Technician,Genesis Global Group,bio,0.6820588310559591,-1,0.275426832709467
"in-51aded59150fcc6a|senior scientist, bioscience, in-vitro discovery","Senior Scientist, BioScience, In-vitro Discovery",AstraZeneca,bio,0.9882213274637851,23,0.39564152887626813
in-118fa32434a4b31a|andrology laboratory technician,Andrology Laboratory Technician,US Fertility,bio,0.92668871084849,-1,0.013240564330470312
in-a46c1c6c5a075edc|bioinformatics scientist,Bioinformatics Scientist,"CAMRIS International, LLC",bio,0.9591722885767611,-1,0.004244211899546968
in-386f182c4d1daf9a|principal scientist of chemistry,Principal Scientist of Chemistry,Pinnacle Medicines,bio,0.9376748204231261,43,1.0
"in-79c803c84ce9e51e|senior director, head of potency and impurity assay development","Senior Director, Head of Potency and Impurity Assay Development",Bristol Myers Squibb,bio,0.851480503877004,10,0.4850026472248098
in-2dcec7ea848c3783|development chemist,Development Chemist,,bio,0.9397350152333571,40,0.0840389625660664
li-4299179367|postdoc in biomedical sciences,Postdoc in Biomedical Sciences,University of Pennsylvania,bio,0.9377855062484741,-1,0.0593865437288634
in-3329d0f78e3efe56|medical technologist,Medical Technologist,RWJBarnabas Health,bio,0.9352112611134841,51,1.0
in-e9973a50fda12ab5|material handler,Material Handler,Bristol Myers Squibb,bio,0.504820525646209,54,1.0
li-4224383637|research associate - witze lab,Research Associate - Witze Lab,University of Pennsylvania,bio,0.9385306040445961,28,0.34784617796130196
li-3992723034|quality associate scientist,Quality Associate Scientist,MillenniumSoft Inc,bio,0.980391244093577,38,0.8559413627948624
"li-4275221458|senior research associate, analytics","Senior Research Associate, Analytics",Legend Biotech,bio,0.9477390249570211,17,0.12354294189653871
"in-eb60e880a29ac031|scientist, bioinformatics","Scientist, Bioinformatics",Association of Biomolecular Resource Facilities,bio,0.888921538988749,-1,0.12535022465526838
"in-dd235feac0ee304b|senior scientist, translational biomarkers","Senior Scientist, Translational Biomarkers",Arcellx,bio,0.892397463321685,-1,0.0025301376441769223
"in-8b48d313adc86253|director, project toxicologist, biopharma safety","Director, Project Toxicologist, BioPharma Safety",AstraZeneca,bio,0.8536592324574781,-1,0.018543959118549922
"in-5a27c96ed8949a39|manufacturing operations graduate program, us, 2026","Manufacturing Operations Graduate Program, US, 2026",GSK,bio,0.6663741966088611,-1,0.030377074590974426
in-f82b6e10579b97bb|principal scientist (physicochemical assay),Principal Scientist (Physicochemical Assay),MacroGenics,bio,0.9286462267239881,-1,0.0627648321106525
in-f059da53398b9fbb|entry level associate scientist - cell and gene therapy,Entry Level Associate Scientist - Cell and Gene Therapy,Eurofins,bio,0.976536750793457,1,1.0
li-4289323487|scientific data and workflow principal scientist,Scientific Data and Workflow Principal Scientist,Merck,bio,0.9001718362172441,-1,0.06180218079809856
